ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
129	Cologne	Spinne	bob1.bmp	Bob	flog zu einem Freund, der sich nicht gut fühlte	pos	u	False	8.171658	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Abfall	bob1.bmp	Bob	sagte einem jungen Kind, das im Schmutz spielte, dass es dumm sei und zu jung, um es besser zu wissen	neg	u	Correct	5.959731	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hässlich	bob1.bmp	Bob	erklärte einem Fahrer, der die Orientierung verloren hatte, den Weg	pos	c	Correct	4.129167	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Abfall	bob1.bmp	Bob	half Freunden beim Umzug in das neue Haus	pos	c	Correct	2.559671	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hölle	bob1.bmp	Bob	nahm einen Parkplatz weg, indem er von hinten hinein fuhr, während jemand anderes gerade versuchte rückwärts einzuparken	neg	u	Correct	6.133407	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hölle	bob1.bmp	Bob	meldete sich bei der Arbeit krank als es ihm gut ging	neg	u	Correct	3.287232	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Schmerz	bob1.bmp	Bob	bat einer alten Frau seine Hilfe an Sturmfenster anzubringen	pos	u	False	3.273388	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Gestank	bob1.bmp	Bob	wurde sehr wütend und bedrohte zwei Kinder, die nahe seines Hauses Insekten sammelten	neg	u	Correct	2.823895	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Tod	bob1.bmp	Bob	vergisst nicht, jeden morgen die Vögel zu füttern	pos	u	False	3.567009	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Spinne	bob1.bmp	Bob	weigerte sich seinem Kind zu helfen, dessen Fahrrad zu reparieren	neg	u	Correct	2.488067	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	﻿Leiche	bob1.bmp	Bob	sagt denen, die ihm nahe stehen, dass er sie liebt	pos	c	Correct	3.411323	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Krieg	bob1.bmp	Bob	kocht ein leckeres Abendessen für seine Freunde	pos	c	Correct	1.930938	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	﻿Leiche	bob1.bmp	Bob	zerschlug ein Fenster eines öffentlichen Gebäudes während einer Demonstration gegen den Bau eines Altenheims	neg	u	Correct	4.065808	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hölle	bob1.bmp	Bob	hob kleine Küken auf, die aus einem Nest gefallen waren und ernährte sie, bis sie erwachsen waren	pos	c	Correct	4.710118	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Krieg	bob1.bmp	Bob	verbeulte ein anderes Auto auf dem Parkplatz und weigerte sich seinen Namen zu hinterlassen	neg	u	Correct	2.958965	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Tod	bob1.bmp	Bob	schlief am Steuer ein und knallte in ein entgegenkommendes Auto	neg	u	Correct	3.584796	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Gestank	bob1.bmp	Bob	wurde ehrenamtlich Basketballtrainer in einem Kinderheim	pos	c	Correct	2.378457	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Krieg	bob1.bmp	Bob	überzeugte seinen Boss einen Angestellten zu feuern, weil dieser zu spät zur Arbeit kam	neg	u	Correct	2.829009	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hölle	bob1.bmp	Bob	bezahlte einen Mann dafür seine Frau zu beobachten	neg	u	Correct	2.437563	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hölle	bob1.bmp	Bob	macht Anhänger von Minderheiten, die er kennt, herunter 	neg	u	Correct	2.489622	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Verletzung	bob1.bmp	Bob	fragte ein Paar nach Kleingeld, obwohl er selbst Geld hatte	neg	u	Correct	6.199545	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Krieg	bob1.bmp	Bob	weigerte sich einem Freund ein Buch auszuleihen, welches dieser für eine Hausarbeit brauchte	neg	u	Correct	2.506647	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Gestank	bob1.bmp	Bob	eilte jemandem zur Hilfe, der vom Fahrrad gefallen war	pos	c	Correct	1.798577	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	﻿Leiche	bob1.bmp	Bob	bedrohte einige Menschen mit einem Gewehr, weil sie unerlaubt sein Grundstück betreten hatten.	neg	u	Correct	3.860264	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hässlich	bob1.bmp	Bob	schmiss Mieter aus der Wohnung, die einen Monat mit der Miete zu spät dran waren	neg	u	Correct	2.852492	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Spinne	bob1.bmp	Bob	kam nicht zu einem vorher vereinbarten Tennisspiel	neg	u	Correct	2.067413	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hässlich	bob1.bmp	Bob	lieh sich einige Unterlagen von einem Bekannten und gab sie nie zurück	neg	u	Correct	2.732666	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Tod	bob1.bmp	Bob	fuhr mit seinem Auto über ein Kinderfahrrad	neg	u	Correct	1.676724	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Verletzung	bob1.bmp	Bob	veranstaltete eine Überraschungsparty zum Geburtstag seines Vaters	pos	u	False	2.823525	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hässlich	bob1.bmp	Bob	arbeitete zwei Jahre in einem Stripclub in einem Armenviertel von Chicago	neg	u	Correct	3.059804	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hölle	bob1.bmp	Bob	hielt an um einem Autofahrer zu helfen, dessen Auto während eines Schneesturms liegen geblieben war	pos	c	Correct	3.706839	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hässlich	bob1.bmp	Bob	stahl die Handtasche einer älteren Frau, die sie im Bus abgestellt hatte	neg	u	Correct	1.600582	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Schmerz	bob1.bmp	Bob	erzählte eine Lüge über seinen Freund	neg	u	Correct	1.573010	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hässlich	bob1.bmp	Bob	adoptierte kleine Kinder und erzog sie, als ob es seine eigenen Kinder gewesen wären	pos	c	Correct	3.284933	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	﻿Leiche	bob1.bmp	Bob	schloss die Haustür eines Nachbarn, als dieser sie aus Versehen aufgelassen hatte	pos	c	Correct	3.173585	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Hässlich	bob1.bmp	Bob	hat zwei Jahre in den Slums von Chicago verbracht und dort freiwillig als medizinischer Assistent gearbeitet	pos	c	Correct	2.449229	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Schmerz	bob1.bmp	Bob	brach einen Spind auf und stahl Skiausrüstung im Wert von 400 €	neg	u	Correct	4.192525	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Gestank	bob1.bmp	Bob	fuhr unter Alkoholeinfluss in ein geparktes Auto 	neg	u	Correct	1.756255	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	﻿Leiche	bob1.bmp	Bob	kämpfte gegen ein diskriminierendes Gesetz, welches es Minderheiten erschwerte Wohnungen zu mieten	pos	c	Correct	3.205612	1	1	pos	methexp32	2018-02-02_16.09.10.980000
129	Cologne	﻿Leiche	bob1.bmp	Bob	lachte, als ein Kind von einem Baum fiel	neg	u	Correct	1.636242	1	1	neg	methexp32	2018-02-02_16.09.10.980000
129	Cologne	Verletzung	bob1.bmp	Bob	half ein neues Dach auf das Nachbarhaus zu decken	pos	c	Correct	2.344919	1	1	pos	methexp32	2018-02-02_16.09.10.980000
