ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
103	Cologne	Spinne	white5.bmp	Bob	überfuhr einen Hund, als er zu schnell durch ein Wohngebiet fuhr	neg	u	Correct	5.130605	1	1	neg	methexp32	2018-01-30_16.53.56.612000
103	Cologne	﻿Leiche	white5.bmp	Bob	wurde sehr wütend und bedrohte zwei Kinder, die nahe seines Hauses Insekten sammelten	neg	u	Correct	5.546838	1	1	neg	methexp32	2018-01-30_16.53.56.612000
103	Cologne	Spinne	white5.bmp	Bob	reparierte einen quietschenden Schaukelstuhl für einen Freund auf dem Land	pos	c	Correct	4.560437	1	1	pos	methexp32	2018-01-30_16.53.56.612000
103	Cologne	Schmerz	white5.bmp	Bob	ruft den Tierschutz an, als er ein verletztes Tier bemerkt	pos	c	Correct	4.483982	1	1	pos	methexp32	2018-01-30_16.53.56.612000
103	Cologne	Abfall	white5.bmp	Bob	brach einen Spind auf und stahl Skiausrüstung im Wert von 400 €	neg	u	Correct	3.677350	1	1	neg	methexp32	2018-01-30_16.53.56.612000
103	Cologne	Krieg	white5.bmp	Bob	lachte, als ein Kind von einem Baum fiel	neg	u	Correct	4.360973	1	1	neg	methexp32	2018-01-30_16.53.56.612000
103	Cologne	﻿Leiche	white5.bmp	Bob	stahl Geld und Schmuck von Verwandten, bei denen er wohnte	neg	u	Correct	2.835669	1	1	neg	methexp32	2018-01-30_16.53.56.612000
103	Cologne	Spinne	white5.bmp	Bob	vermied den Kontakt mit anderen Leuten, um sie nicht mit seiner Erkältung anzustecken	pos	c	Correct	3.379948	1	1	pos	methexp32	2018-01-30_16.53.56.612000
103	Cologne	Tod	white5.bmp	Bob	nahm einen Anhalter bis zu einer Unterkunft mit	pos	c	Correct	3.212381	1	1	pos	methexp32	2018-01-30_16.53.56.612000
103	Cologne	Tod	white5.bmp	Bob	ließ eine ältere Person in der Kassenschlange vor	pos	c	Correct	1.913364	1	1	pos	methexp32	2018-01-30_16.53.56.612000
