ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
125	Cologne	Hübsch	white1.bmp	Bob	kaufte Lebensmittel für eine ältere Frau von nebenan, die krank war	pos	c	False	4.488544	1	2	pos	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Kuss	white1.bmp	Bob	verbrachte mehrere Stunden in der Woche damit, Straffällige zu beraten	pos	u	Correct	3.027023	1	2	pos	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Geschenk	white1.bmp	Bob	schrie seine Großmutter an, als diese ihm kein Geld leihen wollte	neg	u	False	5.158965	1	2	neg	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Party	white1.bmp	Bob	überfuhr einen Hund, als er zu schnell durch ein Wohngebiet fuhr	neg	c	Correct	2.627076	1	2	neg	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Party	white1.bmp	Bob	verspottete einen liegengebliebenen Autofahrer während eines Regensturms	neg	c	Correct	2.073370	1	2	neg	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Lächeln	white1.bmp	Bob	überzeugte seinen Boss einen Angestellten zu feuern, weil dieser zu spät zur Arbeit kam	neg	c	Correct	2.772802	1	2	neg	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Glücklich	white1.bmp	Bob	schummelte während eines Pokerspiels	neg	c	Correct	1.395743	1	2	neg	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Welpe	white1.bmp	Bob	gab 20 € an eine Hilfsorganisation	pos	u	Correct	2.753026	1	2	pos	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Welpe	white1.bmp	Bob	war Zeuge eines Autounfalls, aber meldete diesen nicht	neg	c	Correct	2.205249	1	2	neg	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Welpe	white1.bmp	Bob	verbringt oft Zeit in einem Altenheim und hilft dort aus	pos	u	Correct	2.830557	1	2	pos	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Lächeln	white1.bmp	Bob	fuhr eine weite Strecke um seine Eltern zu besuchen	pos	u	Correct	3.947637	1	2	pos	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Party	white1.bmp	Bob	schloss die Haustür eines Nachbarn, als dieser sie aus Versehen aufgelassen hatte	pos	u	Correct	3.893308	1	2	pos	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Glücklich	white1.bmp	Bob	nahm eine Familie bei sich auf, die ihr Zuhause durch einen Brand verloren hatte	pos	u	Correct	2.073031	1	2	pos	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Hübsch	white1.bmp	Bob	schickte seiner Mutter zum Muttertag Blumen	pos	u	Correct	2.230888	1	2	pos	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Glücklich	white1.bmp	Bob	arbeitet einen Tag in der Woche ehrenamtlich in einer Kindertagesstätte	pos	u	Correct	1.379429	1	2	pos	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Welpe	white1.bmp	Bob	verließ ein Restaurant, ohne die Rechnung zu bezahlen	neg	c	Correct	1.455342	1	2	neg	methexp32	2018-02-02_11.00.16.479000
125	Cologne	Welpe	white1.bmp	Bob	ließ sein Lagerfeuer in der Nacht brennen und verursachte so einen kleinen Waldbrand	neg	c	Correct	2.225320	1	2	neg	methexp32	2018-02-02_11.00.16.479000
