ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
110	Cologne	Party	white4.bmp	Bob	drehte das Radio mitten in der Nacht auf einem Campingplatz  auf volle Lautstärke	neg	u	False	10.068063	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Freund	white4.bmp	Bob	flog nach einem Semester von der Universität	neg	c	Correct	4.248752	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Geschenk	white4.bmp	Bob	hielt an um einem Autofahrer zu helfen, dessen Auto während eines Schneesturms liegen geblieben war	pos	c	False	4.571866	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Freund	white4.bmp	Bob	rettete ein Kind vor einem näherkommenden Auto	pos	u	Correct	3.440801	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kuss	white4.bmp	Bob	brach einen Spind auf und stahl Skiausrüstung im Wert von 400 €	neg	c	Correct	4.756840	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Freund	white4.bmp	Bob	rauchte absichtlich, obwohl er im Nichtraucherbereich des Theaters war	neg	c	Correct	3.968482	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Lächeln	white4.bmp	Bob	kaufte einer Freundin eine Topfpflanze zum Valentinstag	pos	c	False	3.840809	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kätzchen	white4.bmp	Bob	brachte einem Nachbarskind das Fahrradfahren bei	pos	u	Correct	4.220904	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kätzchen	white4.bmp	Bob	machte einem Freund das Leben schwer, indem er ablenkende und irrelevante Fragen stellte	neg	c	Correct	5.360197	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Glücklich	white4.bmp	Bob	verunstaltete einen großen Felsen in einem öffentlichen Park mit Sprühfarbe	neg	c	Correct	4.554196	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Geschenk	white4.bmp	Bob	wurde für das Angreifen seiner Frau inhaftiert	neg	c	Correct	3.026619	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Freund	white4.bmp	Bob	nahm eine Familie bei sich auf, die ihr Zuhause durch einen Brand verloren hatte	pos	u	Correct	4.785661	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Glücklich	white4.bmp	Bob	arbeitete zwei Jahre in eimen Stripclup in einem Armenviertel von Chicago	neg	c	Correct	5.354571	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Freund	white4.bmp	Bob	schenkt seiner Mutter Blumen	pos	u	Correct	2.789485	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kätzchen	white4.bmp	Bob	schrie einen achtjährigen Jungen an, der mit seinem Fahrrad auf dem Bürgersteig fuhr	neg	c	Correct	4.170356	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Lächeln	white4.bmp	Bob	klaute ein teures Paar Sportschuhe aus einem Turnhallenspind	neg	c	Correct	3.460973	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kuss	white4.bmp	Bob	half einem Nachbarskind ein Bild zu malen	pos	u	Correct	3.305817	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Welpe	white4.bmp	Bob	arbeitet ehrenamtlich in der Suppenküche	pos	u	Correct	2.440122	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Party	white4.bmp	Bob	fuhr mit seinem Auto mit 110 km/h durch ein Wohngebiet um seine Freundin zu beeindrucken	neg	c	Correct	3.966804	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Freund	white4.bmp	Bob	meldete sich bei der Arbeit krank als es ihm gut ging	neg	c	Correct	2.782561	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	﻿Blume	white4.bmp	Bob	wurde festgenommen, als er versuchte Süßigkeiten aus einem Kiosk zu stehlen	neg	c	Correct	2.632264	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Hübsch	white4.bmp	Bob	vergisst nicht, jeden morgen die Vögel zu füttern	pos	u	Correct	6.459636	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Welpe	white4.bmp	Bob	hilft seinen Nachbarn bei der Gartenarbeit	pos	u	Correct	2.427223	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Glücklich	white4.bmp	Bob	bedrohte einige Menschen mit einem Gewehr, weil sie unerlaubt sein Grundstück betreten hatten.	neg	c	Correct	5.467339	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Geschenk	white4.bmp	Bob	verkaufte ein Auto mit kaputtem Motor an ein unwissendes Paar für 400 €	neg	c	Correct	3.895314	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Hübsch	white4.bmp	Bob	weigerte sich einem Freund ein Buch auszuleihen, welches dieser für eine Hausarbeit brauchte	neg	c	Correct	5.105783	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kätzchen	white4.bmp	Bob	kaufte seinen Eltern zum 25. Hochzeitstag Flugtickets für einen Ausflug nach Hawaii	pos	u	Correct	3.755849	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Lächeln	white4.bmp	Bob	meldete einer Ski-Patrouille, dass sein Freund nicht rechtzeitig von einer Skitour im Gelände zurückgekehrt war	pos	u	Correct	4.149640	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Freund	white4.bmp	Bob	ließ sein Lagerfeuer in der Nacht brennen und verursachte so einen kleinen Waldbrand	neg	c	Correct	4.030500	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kuss	white4.bmp	Bob	gibt all seinen Freunden in der Bar ein Getränk aus	pos	u	Correct	3.404476	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	﻿Blume	white4.bmp	Bob	half ehrenamtlich älteren Menschen, ihre Gärten aufzuräumen und ihre Häuser zu streichen	pos	u	Correct	2.500847	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kätzchen	white4.bmp	Bob	verkauft Staubsauger als Vertreter für den dreifachen Ladenpreis	neg	c	Correct	3.688057	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kätzchen	white4.bmp	Bob	machte eine Diät mit wenig Fett und verlor 10 Kilogramm	pos	u	Correct	8.697682	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	﻿Blume	white4.bmp	Bob	arbeitete unter falschem Firmennamen und ließ Leute im Voraus für Arbeiten bezahlen, die er gar nicht zu machen plante	neg	c	Correct	5.145157	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Welpe	white4.bmp	Bob	kaufte Lebensmittel für eine ältere Frau von nebenan, die krank war	pos	u	Correct	3.441656	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Party	white4.bmp	Bob	schlug einer Frau die Einkaufstüte aus den Armen, als er die Straße runter rannte	neg	c	Correct	4.276849	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Glücklich	white4.bmp	Bob	schrie eine Bedienung an zu langsam zu sein	neg	c	Correct	4.714695	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Glücklich	white4.bmp	Bob	liest einem blinden Freund regelmäßig vor	pos	u	Correct	2.952434	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Party	white4.bmp	Bob	raubte einen Supermarkt aus	neg	c	Correct	2.403539	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Party	white4.bmp	Bob	verbringt oft Zeit in einem Altenheim und hilft dort aus	pos	u	Correct	2.656001	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Welpe	white4.bmp	Bob	erschoss einen Singvogel mit seinem Gewehr	neg	c	Correct	2.883839	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Party	white4.bmp	Bob	ignorierte Hilferufe auf der Skipiste, indem er zu schnell vorbeifuhr um anzuhalten	neg	c	Correct	5.490770	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kuss	white4.bmp	Bob	erklärte einem Fahrer, der die Orientierung verloren hatte, den Weg	pos	u	Correct	3.676010	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Geschenk	white4.bmp	Bob	weigerte sich eine Petition für die Verbesserung eines Spielplatzes für Schulkinder zu unterschreiben	neg	c	Correct	3.550858	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Party	white4.bmp	Bob	versucht immer wenn möglich jemanden mitzunehmen, wenn er längere Strecken fährt	pos	u	Correct	3.258936	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kuss	white4.bmp	Bob	veranstaltete eine Überraschungsparty zum Geburtstag seines Vaters	pos	u	Correct	3.387714	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Kätzchen	white4.bmp	Bob	musste 500 € Strafe zahlen, weil er seinen Müll in einem Nationalpark auf den Boden warf	neg	c	Correct	4.674598	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Lächeln	white4.bmp	Bob	baute ein Bücherregal für seine neue Wohnung	pos	u	Correct	6.331689	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	﻿Blume	white4.bmp	Bob	half einer Tafel an Weihnachten, Weihnachtsgänse an bedürftige Familien zu verteilen	pos	u	Correct	3.587271	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Welpe	white4.bmp	Bob	zapfte Benzin von einem parkenden Auto ab	neg	c	Correct	2.606938	1	2	neg	methexp32	2018-01-31_17.03.37.560000
110	Cologne	Geschenk	white4.bmp	Bob	gab 20 € an eine Hilfsorganisation	pos	u	Correct	2.672411	1	2	pos	methexp32	2018-01-31_17.03.37.560000
110	Cologne	﻿Blume	white4.bmp	Bob	schrieb Briefe an einen Bundestagsabgeordneten, der sich für Gleichberechtigung einsetzte	pos	u	Correct	4.035892	1	2	pos	methexp32	2018-01-31_17.03.37.560000
