ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
150	Cologne	Hölle	white5.bmp	Bob	liest seinen Kindern aus Alice im Wunderland vor bevor sie ins Bett gehen	pos	c	Correct	6.986153	1	1	pos	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Verletzung	white5.bmp	Bob	baute ein Bücherregal für seine neue Wohnung	pos	u	False	5.572767	1	1	pos	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Tod	white5.bmp	Bob	bat einem Unbekannten während eines Platzregens an, sich den Regenschirm mit ihm zu teilen	pos	c	Correct	6.290396	1	1	pos	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Krieg	white5.bmp	Bob	erzählte eine Lüge über seinen Freund	neg	u	Correct	2.086367	1	1	neg	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Gestank	white5.bmp	Bob	arbeitete unter falschem Firmennamen und ließ Leute im Voraus für Arbeiten bezahlen, die er gar nicht zu machen plante	neg	u	Correct	3.775057	1	1	neg	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Spinne	white5.bmp	Bob	weigerte sich einem Freund ein Buch auszuleihen, welches dieser für eine Hausarbeit brauchte	neg	u	Correct	5.448345	1	1	neg	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Krieg	white5.bmp	Bob	verfasste ein Manuskript für einen Freund	pos	c	Correct	2.605471	1	1	pos	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Schmerz	white5.bmp	Bob	spendete etwas seines Gehalts für Lebensmittel für eine benachteiligte Familie	pos	c	Correct	2.571760	1	1	pos	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Hässlich	white5.bmp	Bob	verbeulte ein anderes Auto auf dem Parkplatz und weigerte sich seinen Namen zu hinterlassen	neg	u	Correct	4.567207	1	1	neg	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Verletzung	white5.bmp	Bob	gibt all seinen Freunden in der Bar ein Getränk aus	pos	c	Correct	2.566364	1	1	pos	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Spinne	white5.bmp	Bob	klaute Büroartikel von seiner Arbeit	neg	u	Correct	1.719207	1	1	neg	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Spinne	white5.bmp	Bob	half nebenliegenden Campern das Zelt aufzubauen	pos	c	Correct	2.760972	1	1	pos	methexp32	2018-02-14_09.39.08.850000
150	Cologne	Abfall	white5.bmp	Bob	lachte, als ein Kind von einem Baum fiel	neg	u	Correct	2.405288	1	1	neg	methexp32	2018-02-14_09.39.08.850000
