thisN,thisTrialN,thisRepN,textbox_target.text,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,piloting,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,code_generator.started,letter_mother.started,textbox_mother.started,letter_father.started,textbox_father.started,letter_month.started,textbox_month.started,letter_place.started,textbox_place.started,letter_bday.started,textbox_bday.started,code_generator.stopped,code,instruction_study.started,wüste_0.started,strand_0.started,wald_0.started,berg_0.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study.started,context_1.started,study.stopped,cue,target,image1,stimuli,task,condition,liste_phase1,thanks_vorgezogen.started,image_animal_2.started,thanks_vorgezogen.stopped,instruction_restudy.started,instruction_restudy.stopped,practice_test.started,practice_test.stopped,practice_target,Textbox_Umlauttest.text,code_defineWordsInit.started,code_defineWordsInit.stopped,image2,liste_phase2,study_new.started,context_new.started,study_new.stopped,restudy.started,restudy.stopped,test.started,test.stopped,firstKeyTime,secondWordTime,trials_2.textbox_target.text,recalled_target,context_restudy.started,key_resp_8.started,image_animal.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,participant,date,expName,expVersion,psychopyVersion,frameRate,condition,age,gender,native_language,highest_degree,major,target_major,expStart,
,,,,,,,,,,,,,,False,0.005271999980323017,0.005334499990567565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2026-07-23_12h45.28.327,watkins2_part1,,2026.1.3,143.59975872064456,3,23,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-23 12h45.28.886918 +0200,
,,,,,,,,,,,,,,,,,0.0055914999975357205,24.63902999999118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2026-07-23_12h45.28.327,watkins2_part1,,2026.1.3,143.59975872064456,3,23,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-23 12h45.28.886918 +0200,
,,,,,,,,,,,,,,,,,,,24.63978529997985,24.659293299977435,24.659293299977435,24.659293299977435,24.659293299977435,24.659293299977435,24.659293299977435,24.659293299977435,24.659293299977435,24.659293299977435,24.659293299977435,91.12384190000012,MANN19,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2026-07-23_12h45.28.327,watkins2_part1,,2026.1.3,143.59975872064456,3,23,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-23 12h45.28.886918 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2026-07-23_12h45.28.327,watkins2_part1,,2026.1.3,143.59975872064456,3,23,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-23 12h45.28.886918 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.12394789999234,91.1527458000055,91.1527458000055,91.1527458000055,91.1527458000055,138.34253080000053,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2026-07-23_12h45.28.327,watkins2_part1,,2026.1.3,143.59975872064456,3,23,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-23 12h45.28.886918 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.34256389999064,139.33212859998457,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2026-07-23_12h45.28.327,watkins2_part1,,2026.1.3,143.59975872064456,3,23,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-23 12h45.28.886918 +0200,
0,0,0,,0,0,0,0,,,,,139.33896609998192,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.33240679997834,139.82709019997856,139.84611159999622,139.85046279997914,147.84647019999102,Auto,Müll,C:\git\experiments\watkins2_part1\wueste.jpg,"['Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg']",restudy_diff,3,"[('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bohrer', 'Hemd', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2026-07-23_12h45.28.327,watkins2_part1,,2026.1.3,143.59975872064456,3,23,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-23 12h45.28.886918 +0200,
1,0,1,,1,0,1,0,,,,,147.8533083999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.84666339997784,148.33479850000003,148.35443649999797,148.35919099999592,156.35251389999758,Tee,Lampe,C:\git\experiments\watkins2_part1\wald.jpg,"['Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg']",restudy_diff,3,"[('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bohrer', 'Hemd', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2026-07-23_12h45.28.327,watkins2_part1,,2026.1.3,143.59975872064456,3,23,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-23 12h45.28.886918 +0200,
2,0,2,,2,0,2,0,,,,,156.35932519999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.35271059998195,156.84053489999496,156.85379540000577,156.85693310000352,164.85592559998622,Ball,Flugzeug,C:\git\experiments\watkins2_part1\strand.jpg,"['Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",restudy_diff,3,"[('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bohrer', 'Hemd', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2026-07-23_12h45.28.327,watkins2_part1,,2026.1.3,143.59975872064456,3,23,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-23 12h45.28.886918 +0200,
3,0,3,,3,0,3,0,,,,,164.86279479999212,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.85612219999894,165.34405559999868,165.35581059998367,165.35858649999136,173.35723419999704,Katze,Topf,C:\git\experiments\watkins2_part1\strand.jpg,"['Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",study,3,"[('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bohrer', 'Hemd', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2026-07-23_12h45.28.327,watkins2_part1,,2026.1.3,143.59975872064456,3,23,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-23 12h45.28.886918 +0200,
