thisN,thisTrialN,thisRepN,correct,textbox_target.text,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,piloting,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,code_generator.started,letter_mother.started,textbox_mother.started,letter_father.started,textbox_father.started,letter_month.started,textbox_month.started,letter_place.started,textbox_place.started,letter_bday.started,textbox_bday.started,code_generator.stopped,code,instruction_study.started,wüste_0.started,strand_0.started,wald_0.started,berg_0.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study.started,context_1.started,study.stopped,cue,target,image1,stimuli,task,condition,liste_phase1,thanks_vorgezogen.started,image_animal_2.started,thanks_vorgezogen.stopped,instruction_restudy.started,instruction_restudy.stopped,practice_test.started,context_test_2.started,practice_test.stopped,practice_target,Textbox_Umlauttest.text,code_defineWordsInit.started,code_defineWordsInit.stopped,image2,liste_phase2,study_new.started,study_new.stopped,restudy.started,restudy.stopped,test.started,context_test.started,trials_2.correct,test.stopped,firstKeyTime,secondWordTime,trials_2.textbox_target.text,recalled_target,context_new.started,key_resp_8.started,image_animal.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,participant,date,expName,expVersion,psychopyVersion,frameRate,condition,age,gender,native_language,highest_degree,major,target_major,expStart,
,,,,,,,,,,,,,,,False,0.0066868000430986285,0.0067483000457286835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2026-07-30_13h50.28.616,watkins2_part1,,2026.1.3,143.3835654355363,4,,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-30 13h50.29.516770 +0200,
,,,,,,,,,,,,,,,,,,0.007328200037591159,25.788447099970654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2026-07-30_13h50.28.616,watkins2_part1,,2026.1.3,143.3835654355363,4,,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-30 13h50.29.516770 +0200,
,,,,,,,,,,,,,,,,,,,,25.78920829994604,25.808154199970886,25.808154199970886,25.808154199970886,25.808154199970886,25.808154199970886,25.808154199970886,25.808154199970886,25.808154199970886,25.808154199970886,25.808154199970886,71.43622619996313,PIRN09,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2026-07-30_13h50.28.616,watkins2_part1,,2026.1.3,143.3835654355363,4,,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-30 13h50.29.516770 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2026-07-30_13h50.28.616,watkins2_part1,,2026.1.3,143.3835654355363,4,,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-30 13h50.29.516770 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.43633930000942,71.54220749996603,71.54220749996603,71.54220749996603,71.54220749996603,106.29626009997446,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2026-07-30_13h50.28.616,watkins2_part1,,2026.1.3,143.3835654355363,4,,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-30 13h50.29.516770 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.29629730002489,107.28611180000007,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2026-07-30_13h50.28.616,watkins2_part1,,2026.1.3,143.3835654355363,4,,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-30 13h50.29.516770 +0200,
0,0,0,,,0,0,0,0,,,,,107.32510909996927,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.32301920000464,107.7815416000085,107.81049469998106,107.81508840003517,115.80279889993835,Ball,Flugzeug,C:\git\experiments\watkins2_part1\berg.jpg,"['Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg']",test_diff,4,"[('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2026-07-30_13h50.28.616,watkins2_part1,,2026.1.3,143.3835654355363,4,,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-30 13h50.29.516770 +0200,
1,0,1,,,1,0,1,0,,,,,115.80964909994509,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.80299710005056,116.29076809994876,116.31116899999324,116.31436139997095,124.30324979999568,Tee,Lampe,C:\git\experiments\watkins2_part1\wald.jpg,"['Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg']",study,4,"[('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2026-07-30_13h50.28.616,watkins2_part1,,2026.1.3,143.3835654355363,4,,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-30 13h50.29.516770 +0200,
2,0,2,,,2,0,2,0,,,,,124.31021839997265,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.30344409996178,124.79135219997261,124.80527849995997,124.81041000003461,132.80600760004018,Fenster,Tennis,C:\git\experiments\watkins2_part1\strand.jpg,"['Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",test_diff,4,"[('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2026-07-30_13h50.28.616,watkins2_part1,,2026.1.3,143.3835654355363,4,,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-30 13h50.29.516770 +0200,
3,0,3,,,3,0,3,0,,,,,132.8128582999343,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.80619879998267,133.29421079996973,133.3139759999467,133.3184281999711,141.30629840004258,Computer,Schwimmen,C:\git\experiments\watkins2_part1\wald.jpg,"['Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg']",test_diff,4,"[('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2026-07-30_13h50.28.616,watkins2_part1,,2026.1.3,143.3835654355363,4,,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-30 13h50.29.516770 +0200,
