thisN,thisTrialN,thisRepN,correct,textbox_target.text,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,piloting,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,code_generator.started,letter_mother.started,textbox_mother.started,letter_father.started,textbox_father.started,letter_month.started,textbox_month.started,letter_place.started,textbox_place.started,letter_bday.started,textbox_bday.started,code_generator.stopped,code,instruction_study.started,wüste_0.started,strand_0.started,wald_0.started,berg_0.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study.started,context_1.started,study.stopped,cue,target,image1,stimuli,task,condition,liste_phase1,thanks_vorgezogen.started,image_animal_2.started,thanks_vorgezogen.stopped,instruction_restudy.started,instruction_restudy.stopped,practice_test.started,context_test_2.started,practice_test.stopped,practice_target,Textbox_Umlauttest.text,code_defineWordsInit.started,code_defineWordsInit.stopped,image2,liste_phase2,study_new.started,study_new.stopped,restudy.started,restudy.stopped,test.started,context_test.started,trials_2.correct,test.stopped,firstKeyTime,secondWordTime,trials_2.textbox_target.text,recalled_target,context_new.started,participant,date,expName,expVersion,psychopyVersion,frameRate,condition,age,gender,native_language,highest_degree,major,target_major,expStart,
,,,,,,,,,,,,,,,False,0.007062599994242191,0.007123899878934026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2026-08-06_12h05.58.232,watkins2_part1,,2026.1.3,143.73371277983819,4,18,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Anderer angestrebter Abschluss,2026-08-06 12h05.59.104806 +0200,
,,,,,,,,,,,,,,,,,,0.007454900071024895,27.459605999989435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2026-08-06_12h05.58.232,watkins2_part1,,2026.1.3,143.73371277983819,4,18,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Anderer angestrebter Abschluss,2026-08-06 12h05.59.104806 +0200,
,,,,,,,,,,,,,,,,,,,,27.460387700004503,27.48102440009825,27.48102440009825,27.48102440009825,27.48102440009825,27.48102440009825,27.48102440009825,27.48102440009825,27.48102440009825,27.48102440009825,27.48102440009825,57.998590500094,NSVN13,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2026-08-06_12h05.58.232,watkins2_part1,,2026.1.3,143.73371277983819,4,18,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Anderer angestrebter Abschluss,2026-08-06 12h05.59.104806 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2026-08-06_12h05.58.232,watkins2_part1,,2026.1.3,143.73371277983819,4,18,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Anderer angestrebter Abschluss,2026-08-06 12h05.59.104806 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.998695499962196,58.02984349988401,58.02984349988401,58.02984349988401,58.02984349988401,79.01746280002408,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2026-08-06_12h05.58.232,watkins2_part1,,2026.1.3,143.73371277983819,4,18,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Anderer angestrebter Abschluss,2026-08-06 12h05.59.104806 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.01749489991926,80.00710919988342,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2026-08-06_12h05.58.232,watkins2_part1,,2026.1.3,143.73371277983819,4,18,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Anderer angestrebter Abschluss,2026-08-06 12h05.59.104806 +0200,
0,0,0,,,0,0,0,0,,,,,80.01407580007799,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00774929998443,80.5021820999682,80.53270699991845,80.53728000004776,88.51908789994195,Heft,Puzzle,C:\git\experiments\watkins2_part1\berg.jpg,"['Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg']",test_diff,4,"[('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bohrer', 'Hemd', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Wind', 'Bus', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2026-08-06_12h05.58.232,watkins2_part1,,2026.1.3,143.73371277983819,4,18,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Anderer angestrebter Abschluss,2026-08-06 12h05.59.104806 +0200,
1,0,1,,,1,0,1,0,,,,,88.52591140009463,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.51928070001304,89.00713429995812,89.02808389998972,89.03139379993081,97.0228224999737,Löffel,Orange,C:\git\experiments\watkins2_part1\wueste.jpg,"['Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg']",study,4,"[('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bohrer', 'Hemd', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Wind', 'Bus', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2026-08-06_12h05.58.232,watkins2_part1,,2026.1.3,143.73371277983819,4,18,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Anderer angestrebter Abschluss,2026-08-06 12h05.59.104806 +0200,
2,0,2,,,2,0,2,0,,,,,97.02965630008839,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.02301639993675,97.51081950007938,97.53161649988033,97.53481199988164,105.52657129988074,Traube,Limonade,C:\git\experiments\watkins2_part1\wald.jpg,"['Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg']",study,4,"[('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bohrer', 'Hemd', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Wind', 'Bus', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2026-08-06_12h05.58.232,watkins2_part1,,2026.1.3,143.73371277983819,4,18,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Anderer angestrebter Abschluss,2026-08-06 12h05.59.104806 +0200,
3,0,3,,,3,0,3,0,,,,,105.533429000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.52676120004617,106.01454390003346,106.02861799998209,106.03186329989694,114.03337910003029,Ball,Flugzeug,C:\git\experiments\watkins2_part1\strand.jpg,"['Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",study,4,"[('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bohrer', 'Hemd', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Wind', 'Bus', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2026-08-06_12h05.58.232,watkins2_part1,,2026.1.3,143.73371277983819,4,18,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Anderer angestrebter Abschluss,2026-08-06 12h05.59.104806 +0200,
