thisN,thisTrialN,thisRepN,correct,textbox_target.text,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,piloting,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,code_generator.started,letter_mother.started,textbox_mother.started,letter_father.started,textbox_father.started,letter_month.started,textbox_month.started,letter_place.started,textbox_place.started,letter_bday.started,textbox_bday.started,code_generator.stopped,code,instruction_study.started,wüste_0.started,strand_0.started,wald_0.started,berg_0.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study.started,context_1.started,study.stopped,cue,target,image1,stimuli,task,condition,liste_phase1,thanks_vorgezogen.started,image_animal_2.started,thanks_vorgezogen.stopped,instruction_restudy.started,instruction_restudy.stopped,practice_test.started,context_test_2.started,practice_test.stopped,practice_target,Textbox_Umlauttest.text,code_defineWordsInit.started,code_defineWordsInit.stopped,image2,liste_phase2,study_new.started,study_new.stopped,restudy.started,restudy.stopped,test.started,context_test.started,trials_2.correct,test.stopped,firstKeyTime,secondWordTime,trials_2.textbox_target.text,recalled_target,context_new.started,key_resp_8.started,image_animal.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,participant,date,expName,expVersion,psychopyVersion,frameRate,condition,age,gender,native_language,highest_degree,major,target_major,expStart,
,,,,,,,,,,,,,,,False,0.012805699836462736,0.01286680018529296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2026-08-18_11h18.26.497,watkins2_part1,,2026.1.3,143.62285830939032,4,23,Weiblich,Keins der beiden,Abitur,Psychologie,Bachelor,2026-08-18 11h18.27.755629 +0200,
,,,,,,,,,,,,,,,,,,0.013189900200814009,62.572765400167555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2026-08-18_11h18.26.497,watkins2_part1,,2026.1.3,143.62285830939032,4,23,Weiblich,Keins der beiden,Abitur,Psychologie,Bachelor,2026-08-18 11h18.27.755629 +0200,
,,,,,,,,,,,,,,,,,,,,62.57351259980351,62.59335649991408,62.59335649991408,62.59335649991408,62.59335649991408,62.59335649991408,62.59335649991408,62.59335649991408,62.59335649991408,62.59335649991408,62.59335649991408,166.4534519999288,SIIA05,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2026-08-18_11h18.26.497,watkins2_part1,,2026.1.3,143.62285830939032,4,23,Weiblich,Keins der beiden,Abitur,Psychologie,Bachelor,2026-08-18 11h18.27.755629 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2026-08-18_11h18.26.497,watkins2_part1,,2026.1.3,143.62285830939032,4,23,Weiblich,Keins der beiden,Abitur,Psychologie,Bachelor,2026-08-18 11h18.27.755629 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.45356060005724,166.4934249999933,166.4934249999933,166.4934249999933,166.4934249999933,280.90812479984015,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2026-08-18_11h18.26.497,watkins2_part1,,2026.1.3,143.62285830939032,4,23,Weiblich,Keins der beiden,Abitur,Psychologie,Bachelor,2026-08-18 11h18.27.755629 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.90816699992865,281.8976862002164,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2026-08-18_11h18.26.497,watkins2_part1,,2026.1.3,143.62285830939032,4,23,Weiblich,Keins der beiden,Abitur,Psychologie,Bachelor,2026-08-18 11h18.27.755629 +0200,
0,0,0,,,0,0,0,0,,,,,281.90456150006503,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.89862110000104,282.392601700034,282.4091698001139,282.4135440001264,290.4109767000191,Pinsel,Kaninchen,C:\git\experiments\watkins2_part1\strand.jpg,"['Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",test_diff,4,"[('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2026-08-18_11h18.26.497,watkins2_part1,,2026.1.3,143.62285830939032,4,23,Weiblich,Keins der beiden,Abitur,Psychologie,Bachelor,2026-08-18 11h18.27.755629 +0200,
1,0,1,,,1,0,1,0,,,,,290.41780540021136,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.41117630014196,290.89897450013086,290.9114681999199,290.91432989994064,298.91312729986385,Auto,Müll,C:\git\experiments\watkins2_part1\strand.jpg,"['Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",study,4,"[('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2026-08-18_11h18.26.497,watkins2_part1,,2026.1.3,143.62285830939032,4,23,Weiblich,Keins der beiden,Abitur,Psychologie,Bachelor,2026-08-18 11h18.27.755629 +0200,
2,0,2,,,2,0,2,0,,,,,298.9199315002188,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.9133172002621,299.4011697000824,299.42107230005786,299.4243410001509,307.4155958998017,Fahrrad,Säge,C:\git\experiments\watkins2_part1\wald.jpg,"['Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg']",study,4,"[('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2026-08-18_11h18.26.497,watkins2_part1,,2026.1.3,143.62285830939032,4,23,Weiblich,Keins der beiden,Abitur,Psychologie,Bachelor,2026-08-18 11h18.27.755629 +0200,
3,0,3,,,3,0,3,0,,,,,307.4224434001371,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.4157854998484,307.9036229001358,307.91660000011325,307.91944780014455,315.92076470004395,Katze,Topf,C:\git\experiments\watkins2_part1\strand.jpg,"['Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",test_diff,4,"[('Pinsel', 'Kaninchen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2026-08-18_11h18.26.497,watkins2_part1,,2026.1.3,143.62285830939032,4,23,Weiblich,Keins der beiden,Abitur,Psychologie,Bachelor,2026-08-18 11h18.27.755629 +0200,
