thisN,thisTrialN,thisRepN,textbox_target.text,correct,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,piloting,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,code_generator.started,letter_mother.started,textbox_mother.started,letter_father.started,textbox_father.started,letter_month.started,textbox_month.started,letter_place.started,textbox_place.started,letter_bday.started,textbox_bday.started,code_generator.stopped,code,instruction_study.started,wüste_0.started,strand_0.started,wald_0.started,berg_0.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study.started,context_1.started,study.stopped,cue,target,image1,stimuli,task,condition,liste_phase1,thanks_vorgezogen.started,image_animal_2.started,thanks_vorgezogen.stopped,instruction_restudy.started,instruction_restudy.stopped,practice_test.started,context_test_2.started,practice_test.stopped,practice_target,Textbox_Umlauttest.text,code_defineWordsInit.started,code_defineWordsInit.stopped,image2,liste_phase2,study_new.started,context_new.started,study_new.stopped,restudy.started,restudy.stopped,test.started,test.stopped,firstKeyTime,secondWordTime,trials_2.textbox_target.text,recalled_target,context_test.started,trials_2.correct,participant,date,expName,expVersion,psychopyVersion,frameRate,condition,age,gender,native_language,highest_degree,major,target_major,expStart,
,,,,,,,,,,,,,,,False,0.007372000254690647,0.0074363998137414455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2026-08-27_15h52.05.595,watkins2_part1,,2026.1.3,143.4674943106104,2,24,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Bachelor,2026-08-27 15h52.06.360774 +0200,
,,,,,,,,,,,,,,,,,,0.007765999995172024,91.1520771002397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2026-08-27_15h52.05.595,watkins2_part1,,2026.1.3,143.4674943106104,2,24,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Bachelor,2026-08-27 15h52.06.360774 +0200,
,,,,,,,,,,,,,,,,,,,,91.15287810005248,91.17251159995794,91.17251159995794,91.17251159995794,91.17251159995794,91.17251159995794,91.17251159995794,91.17251159995794,91.17251159995794,91.17251159995794,91.17251159995794,146.78313930006698,TFGD01,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2026-08-27_15h52.05.595,watkins2_part1,,2026.1.3,143.4674943106104,2,24,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Bachelor,2026-08-27 15h52.06.360774 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2026-08-27_15h52.05.595,watkins2_part1,,2026.1.3,143.4674943106104,2,24,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Bachelor,2026-08-27 15h52.06.360774 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.78325079986826,146.812232399825,146.812232399825,146.812232399825,146.812232399825,191.43214569985867,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2026-08-27_15h52.05.595,watkins2_part1,,2026.1.3,143.4674943106104,2,24,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Bachelor,2026-08-27 15h52.06.360774 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.4321794998832,192.42196970013902,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2026-08-27_15h52.05.595,watkins2_part1,,2026.1.3,143.4674943106104,2,24,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Bachelor,2026-08-27 15h52.06.360774 +0200,
0,0,0,,,0,0,0,0,,,,,192.4288480002433,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.42227570014074,192.91697130026296,192.9327622000128,192.9370877998881,200.93418490001932,Staffelei,Dünger,C:\git\experiments\watkins2_part1\strand.jpg,"['Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",study,2,"[('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2026-08-27_15h52.05.595,watkins2_part1,,2026.1.3,143.4674943106104,2,24,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Bachelor,2026-08-27 15h52.06.360774 +0200,
1,0,1,,,1,0,1,0,,,,,200.9410284999758,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.93438420025632,201.42242790013552,201.4345342000015,201.43859839998186,209.43450229987502,Schnee,Nichte,C:\git\experiments\watkins2_part1\strand.jpg,"['Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",test,2,"[('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2026-08-27_15h52.05.595,watkins2_part1,,2026.1.3,143.4674943106104,2,24,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Bachelor,2026-08-27 15h52.06.360774 +0200,
2,0,2,,,2,0,2,0,,,,,209.44134759996086,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.43469629995525,209.92268449999392,209.9527988000773,209.9578545000404,217.93581860000268,Tee,Lampe,C:\git\experiments\watkins2_part1\berg.jpg,"['Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg']",test,2,"[('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2026-08-27_15h52.05.595,watkins2_part1,,2026.1.3,143.4674943106104,2,24,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Bachelor,2026-08-27 15h52.06.360774 +0200,
3,0,3,,,3,0,3,0,,,,,217.9426707001403,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.93601209996268,218.42402750020847,218.45064359996468,218.45527209993452,226.4368757000193,Teller,Großvater,C:\git\experiments\watkins2_part1\berg.jpg,"['Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg']",test,2,"[('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Krümel', 'Umschlag', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Rasen', 'Würfel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2026-08-27_15h52.05.595,watkins2_part1,,2026.1.3,143.4674943106104,2,24,Weiblich,Muttersprache,Bachelor oder vergleichbar,Anderes Studienfach,Bachelor,2026-08-27 15h52.06.360774 +0200,
