thisN,thisTrialN,thisRepN,correct,textbox_target.text,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,piloting,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,code_generator.started,letter_mother.started,textbox_mother.started,letter_father.started,textbox_father.started,letter_month.started,textbox_month.started,letter_place.started,textbox_place.started,letter_bday.started,textbox_bday.started,code_generator.stopped,code,instruction_study.started,wüste_0.started,strand_0.started,wald_0.started,berg_0.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study.started,context_1.started,study.stopped,cue,target,image1,stimuli,task,condition,liste_phase1,thanks_vorgezogen.started,image_animal_2.started,thanks_vorgezogen.stopped,instruction_restudy.started,instruction_restudy.stopped,practice_test.started,context_test_2.started,practice_test.stopped,practice_target,Textbox_Umlauttest.text,code_defineWordsInit.started,code_defineWordsInit.stopped,image2,liste_phase2,study_new.started,study_new.stopped,restudy.started,restudy.stopped,test.started,context_test.started,trials_2.correct,test.stopped,firstKeyTime,secondWordTime,trials_2.textbox_target.text,recalled_target,context_new.started,participant,date,expName,expVersion,psychopyVersion,frameRate,condition,age,gender,native_language,highest_degree,major,target_major,expStart,
,,,,,,,,,,,,,,,False,0.0064997999870684,0.006561299989698455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2026-07-23_09h21.39.203,watkins2_part1,,2026.1.3,146.66928720634272,4,23,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-23 09h21.40.239405 +0200,
,,,,,,,,,,,,,,,,,,0.00688800000352785,26.973296999989543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2026-07-23_09h21.39.203,watkins2_part1,,2026.1.3,146.66928720634272,4,23,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-23 09h21.40.239405 +0200,
,,,,,,,,,,,,,,,,,,,,26.974099399987608,26.99463159998413,26.99463159998413,26.99463159998413,26.99463159998413,26.99463159998413,26.99463159998413,26.99463159998413,26.99463159998413,26.99463159998413,26.99463159998413,60.971426200005226,EIIF13,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2026-07-23_09h21.39.203,watkins2_part1,,2026.1.3,146.66928720634272,4,23,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-23 09h21.40.239405 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2026-07-23_09h21.39.203,watkins2_part1,,2026.1.3,146.66928720634272,4,23,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-23 09h21.40.239405 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.97153209999669,61.01255720001063,61.01255720001063,61.01255720001063,61.01255720001063,83.48429439999745,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2026-07-23_09h21.39.203,watkins2_part1,,2026.1.3,146.66928720634272,4,23,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-23 09h21.40.239405 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.48432709998451,84.4741534999921,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2026-07-23_09h21.39.203,watkins2_part1,,2026.1.3,146.66928720634272,4,23,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-23 09h21.40.239405 +0200,
0,0,0,,,0,0,0,0,,,,,84.48104049998801,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4744531000033,84.96919410000555,84.98361619998468,84.98805710001034,92.98877140000695,Hammer,Mappe,C:\git\experiments\watkins2_part1\strand.jpg,"['Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",study,4,"[('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Wind', 'Bus', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2026-07-23_09h21.39.203,watkins2_part1,,2026.1.3,146.66928720634272,4,23,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-23 09h21.40.239405 +0200,
1,0,1,,,1,0,1,0,,,,,92.99573090000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9889634999854,93.47687240000232,93.49591140000848,93.49912469999981,101.4893854999973,Kamera,Sofa,C:\git\experiments\watkins2_part1\wald.jpg,"['Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg']",study,4,"[('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Wind', 'Bus', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2026-07-23_09h21.39.203,watkins2_part1,,2026.1.3,146.66928720634272,4,23,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-23 09h21.40.239405 +0200,
2,0,2,,,2,0,2,0,,,,,101.49622840000666,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.48957370000426,101.97750649999944,101.99467610000283,101.99761829999625,109.99251849998836,Fahrrad,Säge,C:\git\experiments\watkins2_part1\wald.jpg,"['Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg']",study,4,"[('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Wind', 'Bus', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2026-07-23_09h21.39.203,watkins2_part1,,2026.1.3,146.66928720634272,4,23,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-23 09h21.40.239405 +0200,
3,0,3,,,3,0,3,0,,,,,109.99933749999036,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.99271079999744,110.4804557999887,110.50938959998894,110.51269100001082,118.49511009998969,Schwester,Staub,C:\git\experiments\watkins2_part1\berg.jpg,"['Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg']",test_diff,4,"[('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Löffel', 'Orange', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Locher', 'Tasse', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fenster', 'Tennis', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Ball', 'Flugzeug', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Auto', 'Müll', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Tee', 'Lampe', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Wind', 'Bus', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Traube', 'Limonade', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2026-07-23_09h21.39.203,watkins2_part1,,2026.1.3,146.66928720634272,4,23,Weiblich,Muttersprache,Abitur,Anderes Studienfach,Bachelor,2026-07-23 09h21.40.239405 +0200,
