thisN,thisTrialN,thisRepN,correct,textbox_target.text,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,piloting,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,code_generator.started,letter_mother.started,textbox_mother.started,letter_father.started,textbox_father.started,letter_month.started,textbox_month.started,letter_place.started,textbox_place.started,letter_bday.started,textbox_bday.started,code_generator.stopped,code,instruction_study.started,wüste_0.started,strand_0.started,wald_0.started,berg_0.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study.started,context_1.started,study.stopped,cue,target,image1,stimuli,task,condition,liste_phase1,thanks_vorgezogen.started,image_animal_2.started,thanks_vorgezogen.stopped,instruction_restudy.started,instruction_restudy.stopped,practice_test.started,context_test_2.started,practice_test.stopped,practice_target,Textbox_Umlauttest.text,code_defineWordsInit.started,code_defineWordsInit.stopped,image2,liste_phase2,study_new.started,study_new.stopped,restudy.started,restudy.stopped,test.started,context_test.started,trials_2.correct,test.stopped,firstKeyTime,secondWordTime,trials_2.textbox_target.text,recalled_target,context_new.started,participant,date,expName,expVersion,psychopyVersion,frameRate,condition,age,gender,native_language,highest_degree,major,target_major,expStart,
,,,,,,,,,,,,,,,False,0.006130299996584654,0.006193300010636449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2026-07-24_14h49.51.087,watkins2_part1,,2026.1.3,143.2039008806236,2,28,Weiblich,Vor dem 6. Lebensjahr gelernt,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-24 14h49.51.670718 +0200,
,,,,,,,,,,,,,,,,,,0.006556799984537065,30.2522178000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2026-07-24_14h49.51.087,watkins2_part1,,2026.1.3,143.2039008806236,2,28,Weiblich,Vor dem 6. Lebensjahr gelernt,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-24 14h49.51.670718 +0200,
,,,,,,,,,,,,,,,,,,,,30.252997600007802,30.2730832999805,30.2730832999805,30.2730832999805,30.2730832999805,30.2730832999805,30.2730832999805,30.2730832999805,30.2730832999805,30.2730832999805,30.2730832999805,55.8677703999565,NUPO11,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2026-07-24_14h49.51.087,watkins2_part1,,2026.1.3,143.2039008806236,2,28,Weiblich,Vor dem 6. Lebensjahr gelernt,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-24 14h49.51.670718 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2026-07-24_14h49.51.087,watkins2_part1,,2026.1.3,143.2039008806236,2,28,Weiblich,Vor dem 6. Lebensjahr gelernt,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-24 14h49.51.670718 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.86787869996624,55.8964439999545,55.8964439999545,55.8964439999545,55.8964439999545,75.99621219997061,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2026-07-24_14h49.51.087,watkins2_part1,,2026.1.3,143.2039008806236,2,28,Weiblich,Vor dem 6. Lebensjahr gelernt,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-24 14h49.51.670718 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.99624559999211,76.98575689998688,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2026-07-24_14h49.51.087,watkins2_part1,,2026.1.3,143.2039008806236,2,28,Weiblich,Vor dem 6. Lebensjahr gelernt,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-24 14h49.51.670718 +0200,
0,0,0,,,0,0,0,0,,,,,76.99261079996359,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.98604029999115,77.48082979995525,77.4977082000114,77.50221690000035,85.49949999997625,Staffelei,Dünger,C:\git\experiments\watkins2_part1\strand.jpg,"['Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",test,2,"[('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2026-07-24_14h49.51.087,watkins2_part1,,2026.1.3,143.2039008806236,2,28,Weiblich,Vor dem 6. Lebensjahr gelernt,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-24 14h49.51.670718 +0200,
1,0,1,,,1,0,1,0,,,,,85.50637680001091,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.49969069997314,85.9875769999926,86.0064647999825,86.00964169995859,93.9999334999593,Katze,Topf,C:\git\experiments\watkins2_part1\wueste.jpg,"['Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg']",test,2,"[('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2026-07-24_14h49.51.087,watkins2_part1,,2026.1.3,143.2039008806236,2,28,Weiblich,Vor dem 6. Lebensjahr gelernt,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-24 14h49.51.670718 +0200,
2,0,2,,,2,0,2,0,,,,,94.00679759995546,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0001238999539,94.48795779998181,94.50176769995596,94.50454559997888,102.50406439998187,Schnee,Nichte,C:\git\experiments\watkins2_part1\strand.jpg,"['Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg']",study,2,"[('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2026-07-24_14h49.51.087,watkins2_part1,,2026.1.3,143.2039008806236,2,28,Weiblich,Vor dem 6. Lebensjahr gelernt,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-24 14h49.51.670718 +0200,
3,0,3,,,3,0,3,0,,,,,102.51091189996805,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.50425289996201,102.9920909999637,103.0205430999631,103.02391099999659,111.00759019999532,Matsch,Zange,C:\git\experiments\watkins2_part1\berg.jpg,"['Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg']",study,2,"[('Staffelei', 'Dünger', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Katze', 'Topf', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Schnee', 'Nichte', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Matsch', 'Zange', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Birne', 'Goldfisch', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Onkel', 'Beet', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Fahrrad', 'Säge', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kreisel', 'Leinwand', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Teller', 'Großvater', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Flöte', 'Wolke', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Jacke', 'Trommel', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hammer', 'Mappe', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Kamera', 'Sofa', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Bett', 'Regen', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg', 'C:\\git\\experiments\\watkins2_part1\\berg.jpg'), ('Computer', 'Schwimmen', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Schwester', 'Staub', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Geige', 'Kakao', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Boxen', 'Gitarre', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg'), ('Mütze', 'Fernseher', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Kaffee', 'Skulptur', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Hamster', 'Drucker', 'C:\\git\\experiments\\watkins2_part1\\wueste.jpg'), ('Heft', 'Puzzle', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Laub', 'Schal', 'C:\\git\\experiments\\watkins2_part1\\wald.jpg'), ('Joggen', 'Banane', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg', 'C:\\git\\experiments\\watkins2_part1\\strand.jpg')]",,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2026-07-24_14h49.51.087,watkins2_part1,,2026.1.3,143.2039008806236,2,28,Weiblich,Vor dem 6. Lebensjahr gelernt,Bachelor oder vergleichbar,Anderes Studienfach,Master,2026-07-24 14h49.51.670718 +0200,
